TimeStamp,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Marker
1741872000.074219,-58.6995,-14.1935,-21.3113,-39.8674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.078125,-10.1742,-31.3356,-18.3261,-72.0236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.082031,-25.4758,-32.5751,-9.0984,-29.4763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.085938,-9.4242,-14.5090,-23.7884,-47.7045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.089844,-32.3671,-9.1774,4.4010,-18.3105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.093750,-14.0634,-24.1414,14.5201,-35.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.097656,-26.9494,-2.0131,16.0600,-3.7123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.101562,-4.4797,4.7776,24.0431,25.5030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.105469,15.9002,19.6573,16.8422,42.5342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.109375,17.8317,9.4907,13.7249,10.3199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.113281,47.0451,-15.5638,-3.6194,10.2563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.117188,9.9399,21.4460,1.5442,4.1058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.121094,6.2404,-5.9451,25.7313,6.1498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.125000,40.7887,7.2505,-14.7139,6.2403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.128906,-6.3596,-0.8764,31.3275,43.2039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.132812,20.5055,25.0156,0.8635,14.8090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.136719,22.3170,-1.5187,-0.4626,51.6409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.140625,-23.5991,26.0438,16.0496,2.7949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.144531,-9.6835,-10.6979,4.9612,11.2224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.148438,-18.5911,-28.3154,-9.4667,-9.7366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.152344,9.4890,-8.2274,-20.7659,12.8265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.156250,-17.3616,-27.6431,-33.2883,-2.7671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.160156,-15.8826,7.7716,-46.3501,-4.6376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.164062,-39.7145,-25.7044,5.6713,-12.7782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.167969,-30.2631,-0.8018,-20.9510,-3.1282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.171875,-31.4836,-24.2206,-31.3829,-3.9372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.175781,-23.2436,-14.6288,-5.9841,-3.0841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.179688,-23.7018,-27.0534,-27.0123,-30.1880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.183594,4.9449,18.5492,-23.7209,-10.7611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.187500,-3.7016,-31.3095,9.4408,-21.5673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.191406,-36.8475,-55.9844,7.3607,8.1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.195312,9.5492,-1.8109,4.0997,-5.0930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.199219,12.3175,-16.2577,-1.6568,-0.8507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.203125,5.0215,7.0641,15.3543,-5.8320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.207031,23.4290,7.6032,25.3417,-10.2291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.210938,30.8061,4.8267,24.5976,6.4659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.214844,8.8398,10.0225,42.0968,26.6474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.218750,0.2220,24.6572,10.8798,-1.0234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.222656,28.2719,14.3803,22.7761,31.7567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.226562,7.6600,17.6011,34.4136,21.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.230469,22.7572,11.3252,15.5547,-18.2930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.234375,0.9950,40.9909,35.2793,-2.7998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.238281,27.9548,32.9883,36.8807,43.2567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.242188,-2.0685,-12.7635,12.5078,4.4760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.246094,1.5780,4.7804,11.6297,-10.3407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.250000,-4.2505,-12.3410,-3.2833,-13.1650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.253906,-26.2245,-23.6590,-10.5738,-5.4213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.257812,6.6534,-57.5147,7.3592,7.3314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.261719,5.7506,-18.4079,-29.5170,-14.1127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.265625,-18.8531,-20.4313,-8.7709,-22.6481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.269531,-30.2683,1.4635,-31.6642,-46.1825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.273438,-23.4265,-4.2049,-38.8038,-26.1571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.277344,-27.3534,-12.3856,-11.5218,-22.3824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.281250,-18.7653,-7.3558,-15.3819,-5.6031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.285156,-20.6560,-3.2046,-33.5484,-2.0603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.289062,-26.1858,-5.2638,-23.0669,16.3782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.292969,8.5502,12.3505,-18.2772,-19.6504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.296875,-6.9701,-22.8024,-8.0717,3.8673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.300781,30.1036,-6.1824,-13.7329,7.9422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.304688,7.5124,-3.4807,24.9587,-6.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.308594,4.3397,2.1397,-12.6223,25.6178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.312500,10.0182,11.9758,-14.1206,39.7646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.316406,11.7251,41.7226,10.7423,15.9822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.320312,17.5918,32.6140,-14.3662,8.9147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.324219,23.3429,38.3299,5.6723,37.9044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.328125,2.7542,18.4147,8.5675,20.4412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.332031,2.6891,16.1614,17.8835,-6.8974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.335938,27.0576,24.0306,13.2183,5.0357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.339844,19.4696,18.2603,17.3023,-1.5069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.343750,-16.1285,13.9691,-1.1046,-13.1899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.347656,10.6043,37.5416,1.2371,-17.0580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.351562,10.4737,6.6557,11.6562,-19.5432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.355469,-3.1153,-18.7086,-34.9870,-1.3618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.359375,-36.0689,-21.8164,1.7283,-21.2899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.363281,-34.9947,-2.3104,-39.8578,-18.0447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.367188,-18.4278,-6.2660,-9.8958,-6.2172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.371094,8.7912,-4.7631,-3.7256,-25.4300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.375000,-28.0749,-12.1859,-7.3835,-37.9803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.378906,-10.2725,-34.9560,-20.7514,-3.5727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.382812,-27.2087,5.5012,-6.0529,-20.1386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.386719,10.8083,5.4524,-21.6132,16.5290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.390625,-10.3292,-16.7357,16.4051,9.8796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.394531,-24.7447,-1.0576,11.8104,8.0701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.398438,-13.9988,1.0215,-10.9621,9.0444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.402344,-10.3144,-2.4432,27.8550,27.8280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.406250,9.5827,-9.5502,13.7740,19.5765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.410156,1.6304,20.6923,-2.9728,-12.6649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.414062,8.1605,-6.7914,33.8377,21.4284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.417969,47.3611,9.2359,42.3783,33.3559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.421875,10.8593,45.3324,14.2094,10.2029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.425781,22.6114,26.2097,22.7120,63.2375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.429688,14.9820,24.8238,15.0639,19.8785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.433594,16.3062,12.6262,20.9281,26.9637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.437500,23.9921,-9.4311,20.2186,31.5044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.441406,-22.8776,16.3098,18.4299,17.5298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.445312,7.8508,13.0797,-29.2021,0.8705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.449219,-4.8815,12.6736,-14.5623,2.2692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.453125,-1.4869,-10.0090,2.5037,-12.7249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.457031,-11.8043,-14.8836,-27.2189,-16.8596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.460938,-15.7780,-4.3407,-15.6101,-37.4901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.464844,-11.7658,-35.0668,-37.6919,-27.9619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.468750,-26.8173,-6.3684,-15.7657,-44.6074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.472656,9.6901,-22.2201,-26.0871,-27.7199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.476562,-34.3106,-15.4839,-16.9678,-33.3470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.480469,2.8371,15.8654,-18.1559,-17.8344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.484375,-35.1148,-20.5748,-41.9716,-44.5327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.488281,-17.2063,-11.1629,14.8030,-31.5576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.492188,-4.5526,-8.7647,-31.0986,-26.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.496094,-18.6148,-34.3058,31.5418,-6.3277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.500000,-14.7811,9.4175,-32.0997,-3.3513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.503906,0.8862,-29.9681,7.3530,23.1860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.507812,23.0838,21.0091,-9.0870,13.4095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.511719,14.8458,3.2421,41.3274,18.1291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.515625,45.1899,5.6951,6.0474,6.6553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.519531,27.3854,18.3386,7.9080,21.2798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.523438,13.0675,0.0401,26.6627,7.3326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.527344,-20.6675,18.0635,48.0912,35.0114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.531250,-4.8865,1.9380,44.2843,38.8377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.535156,11.9258,-3.4338,20.3408,1.1211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.539062,-10.9918,9.2056,15.6426,20.5074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.542969,5.4201,26.6621,24.1194,13.3459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.546875,6.9878,14.4717,10.5973,27.2977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.550781,-5.6410,-9.4081,7.4684,-11.8734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.554688,-10.1354,-8.5216,-1.1672,-14.4823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.558594,18.8482,-18.6612,5.0267,-5.0818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.562500,-13.3498,-32.2495,-1.9628,-21.7423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.566406,-19.3623,-33.0039,10.2372,-25.4740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.570312,-34.1327,-15.2479,-25.0595,-29.1693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.574219,-20.0365,-30.9423,-27.0476,-16.6684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.578125,-26.7361,-20.4679,-19.4549,-8.2373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.582031,9.0700,-33.2658,-20.6651,-25.8948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.585938,-6.7356,-3.3995,-3.1859,-26.7619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.589844,9.6258,-2.0951,-29.5147,-9.5778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.593750,-4.2564,15.9660,8.5414,-12.2829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.597656,16.0440,17.7801,-11.0840,-8.0891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.601562,-12.7565,-11.5705,14.8441,11.9046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.605469,10.7611,-5.8823,39.0106,-15.5819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.609375,-1.6794,16.6295,20.0649,1.8212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.613281,8.4252,1.7247,17.1300,-4.0576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.617188,18.4037,21.3079,26.8380,6.7623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.621094,5.1148,14.2792,7.1344,-1.1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.625000,-1.9346,33.7472,15.9430,14.4234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.628906,34.0785,33.5022,1.3376,26.5327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.632812,-7.7192,12.8939,0.7263,-18.8239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.636719,39.9585,-12.8345,12.0337,14.2381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.640625,-1.3864,26.0040,5.6747,15.2288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.644531,14.9366,-2.7274,7.0337,9.0124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.648438,11.0193,1.2911,-1.3594,-16.0623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.652344,-19.8356,-5.3018,-11.5333,18.9482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.656250,-1.0488,-2.1886,2.9157,14.1860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.660156,-9.5981,-21.5086,-23.3035,12.8053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.664062,-6.1960,-32.4450,-12.6047,-16.6912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.667969,-0.0740,-15.9443,-0.5317,-9.0379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.671875,-7.4721,-7.2800,-7.3971,-25.0398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.675781,-32.9825,-21.8049,-17.6207,-31.6869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.679688,-21.0796,-20.9331,-42.1385,-32.9494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.683594,-29.3400,-34.7774,-17.2509,-12.5147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.687500,-22.5388,-6.1904,23.6796,-1.4701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.691406,-2.6700,-1.1939,-7.2370,7.6388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.695312,3.5982,-7.0869,1.5388,-9.3834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.699219,8.0922,-15.2536,9.4651,-15.4065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.703125,8.5569,5.4674,18.5116,-2.9446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.707031,15.4731,11.3520,7.0294,16.7198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.710938,6.1349,12.3411,32.2790,29.8591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.714844,36.5379,0.0239,30.1418,26.0608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.718750,28.6304,22.4147,0.1312,26.7929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.722656,19.5171,22.2725,-11.5127,32.4316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.726562,36.7595,26.1470,17.9413,13.6229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.730469,10.9794,16.6629,5.8527,16.3465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.734375,18.2200,35.6797,25.4384,26.7532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.738281,26.5837,13.1319,10.8866,16.5374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.742188,-9.1662,30.0301,18.3952,19.1576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.746094,37.8436,7.8464,12.8383,-6.0589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.750000,-9.2012,-17.7430,-15.5429,20.7285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.753906,-12.0057,7.3193,-11.9435,-11.0260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.757812,-9.4529,-15.2174,-20.4613,10.1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.761719,-2.6055,-20.3675,-3.2115,-10.5055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.765625,-4.3013,-1.2639,-23.9899,-19.0959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.769531,3.5325,-37.6959,-5.6296,-42.1400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.773438,-20.8952,-46.2142,-6.5798,-15.7681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.777344,-14.7729,-23.0107,-28.6657,-30.5630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.781250,-41.4001,-13.8056,-34.6386,-24.1699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.785156,-31.8930,-2.8182,-36.7484,-0.3719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.789062,-13.7557,-10.2133,-9.7068,-27.8147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.792969,-2.8296,-41.9576,-17.6880,16.8410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.796875,-4.2097,-18.0821,-22.2777,39.8564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.800781,9.2377,-17.5212,7.3301,-1.5338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.804688,5.3311,-22.0952,12.9035,27.1947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.808594,7.1112,8.0682,-9.9749,-8.8987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.812500,50.4251,22.0851,14.2558,20.2951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.816406,13.4093,31.9254,21.4998,20.9965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.820312,34.4385,26.6981,41.0897,62.1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.824219,0.4059,11.6205,14.9128,9.8572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.828125,21.3814,35.7677,18.0703,20.7175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.832031,7.7834,14.7457,27.5224,8.4100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.835938,44.8967,16.1035,35.1127,2.1841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.839844,3.2163,1.6462,19.6292,1.6369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.843750,6.8057,3.5936,13.8042,-3.5597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1741872000.847656,-9.8301,-3.7955,-1.6992,-14.7962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
